Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),IncidentResolutionLevels,financial_scaled,user_scaled,time_scaled,vulnerabilityScore,attackContext,industryRisk,defense
2,2016,3,4,17.06,44473,3,2,4,67,Slow,0.16644888933561164,0.04408378210408013,0.9295774647887325,0.2701285615336232,21,18,19
2,2016,4,4,37.22,788555,1,1,2,43,Slow,0.3690823198311388,0.7887533263745096,0.5915492957746479,0.581444117637189,10,17,22
8,2016,5,6,98.39,836521,1,2,3,19,Moderate,0.9839179817067043,0.8367572014319299,0.25352112676056343,0.7789742986075664,11,26,28
3,2016,4,1,25.55,883536,0,1,0,66,Slow,0.2517840989044125,0.8838093255578652,0.9154929577464789,0.6373359613342069,4,5,20
3,2016,2,1,33.45,779870,2,3,3,6,Fast,0.3311890642275606,0.7800614684986454,0.07042253521126761,0.458584720132736,14,7,13
0,2016,1,6,44.93,23249,1,0,3,1,Fast,0.446577545481958,0.022843023145261612,0.0,0.18776822745088786,7,24,8
1,2016,1,3,83.88,155059,3,1,1,29,Moderate,0.8380741783093779,0.15475710335454676,0.3943661971830986,0.47600575210218965,19,13,6
7,2016,5,3,46.95,90895,3,0,4,29,Moderate,0.466881093577244,0.09054243798356904,0.3943661971830986,0.30184265206094496,23,12,29
5,2016,4,5,29.48,403737,1,3,3,26,Moderate,0.29128555633732034,0.4036314652260634,0.35211267605633806,0.3483893438366211,10,23,23
8,2016,5,2,69.55,55635,3,2,2,13,Moderate,0.6940396019700473,0.05525459587614629,0.16901408450704225,0.3335204960398859,23,10,27
4,2016,3,6,46.28,992092,0,1,2,3,Fast,0.4601467484169264,0.9924510438736164,0.02816901408450704,0.5866729197331185,3,25,17
9,2016,1,0,36.2,194553,0,0,0,48,Slow,0.3588300331691628,0.19428228872580466,0.6619718309859155,0.3536392949551701,1,0,5
1,2016,1,5,76.81,670642,3,1,0,10,Fast,0.7670117599758771,0.67074721955623,0.1267605633802817,0.6004557044888992,19,21,5
8,2016,3,3,71.19,925040,3,1,2,48,Slow,0.7105236707206755,0.9253460980713784,0.6619718309859155,0.7867422737140047,21,13,17
8,2016,4,3,61.66,639896,0,0,4,63,Slow,0.6147351492612323,0.6399769418070859,0.8732394366197184,0.6765327237512709,4,12,24
8,2016,0,0,87.68,336376,2,0,3,11,Fast,0.8762689717559555,0.3362172754303146,0.14084507042253522,0.5131635129590151,12,0,3
7,2016,5,2,77.94,538804,0,2,4,43,Slow,0.7783696853955172,0.5388051172375005,0.5915492957746479,0.6451797802081367,5,10,29
8,2016,5,4,6.59,186612,3,1,1,30,Moderate,0.06121218212885717,0.18633501832946195,0.4084507042253521,0.1807090210283981,23,17,26
4,2016,2,5,53.57,218143,2,1,2,27,Moderate,0.5334204442657554,0.2178909159326709,0.36619718309859156,0.3737639806990889,14,21,12
6,2016,2,5,18.96,530947,2,1,4,12,Fast,0.18554628605890042,0.5309419131694908,0.15492957746478872,0.31758119518431427,14,21,14
1,2016,2,5,72.78,11339,0,0,0,34,Moderate,0.7265051763996382,0.010923618735182059,0.46478873239436624,0.3879292645328013,2,20,10
9,2016,3,5,75.94,638693,2,2,0,35,Moderate,0.7582671625288975,0.6387729918906018,0.47887323943661975,0.6545907096551237,15,22,15
9,2016,2,0,57.26,852868,3,1,3,8,Fast,0.5705095989546688,0.8531171093993161,0.09859154929577466,0.5891689932007489,20,1,13
1,2016,3,1,9.23,774750,2,0,3,70,Slow,0.08774751231279526,0.7749374256288212,0.971830985915493,0.5394401723597452,15,4,18
9,2016,1,5,32.89,894935,3,0,0,31,Moderate,0.32556035782490705,0.8952173264705854,0.4225352112676057,0.5728181159717182,19,20,5
1,2016,3,1,97.45,267789,1,2,2,26,Moderate,0.974469795959393,0.2675761175567523,0.35211267605633806,0.5672409006177257,9,6,17
0,2016,2,3,90.85,746369,1,1,1,30,Moderate,0.9081314704995477,0.7465340153381018,0.4084507042253521,0.7435563351801303,8,13,11
5,2016,4,4,43.65,340213,2,3,1,15,Moderate,0.43371193084732135,0.3400573052138138,0.19718309859154928,0.34894431414276394,16,19,21
4,2016,1,3,94.12,21382,3,2,2,21,Moderate,0.9409990953864712,0.02097454891909717,0.28169014084507044,0.4411274858912414,19,14,7
4,2016,4,1,29.89,385363,3,1,3,22,Moderate,0.2954065735249774,0.3852429566928307,0.295774647887324,0.33141474166458806,22,5,23
7,2016,5,6,95.93,595950,2,0,0,11,Fast,0.959191878580762,0.595996241034176,0.14084507042253522,0.6502442619304822,17,24,25
2,2016,1,3,96.63,808984,3,2,3,26,Moderate,0.9662277615840789,0.8091984575830331,0.35211267605633806,0.7805930228781125,19,14,8
5,2016,2,4,23.38,618125,2,3,4,16,Moderate,0.22997286159413008,0.6181887509244794,0.2112676056338028,0.38151816613420436,14,19,14
7,2016,5,2,52.59,287446,0,1,2,56,Slow,0.5235702080611118,0.28724863917631016,0.7746478873239437,0.47925711635975754,5,9,27
5,2016,3,5,59.36,967614,2,1,0,71,Slow,0.5916172479646196,0.967953715481515,0.9859154929577465,0.8210114839700031,15,21,15
3,2016,0,0,77.29,120341,2,3,4,45,Slow,0.7718363654638658,0.1200116892227968,0.619718309859155,0.48068288384649605,12,3,4
0,2016,2,2,31.92,163602,0,1,4,26,Moderate,0.3158106342345965,0.16330684910394302,0.35211267605633806,0.2620695285466834,2,9,14
5,2016,2,6,42.88,934333,1,1,3,60,Slow,0.4259724595436728,0.9346464360380341,0.8309859154929577,0.7104447413312743,8,25,13
6,2016,2,3,44.69,567209,0,0,1,1,Fast,0.44416524273796365,0.5672325464791721,0.0,0.4045591156868543,2,12,11
0,2016,1,5,39.86,262611,3,0,1,33,Moderate,0.3956176500150769,0.2623940288887933,0.4507042253521127,0.35334551663197067,19,20,6
6,2016,1,6,87.52,476001,0,0,4,58,Slow,0.8746607699266259,0.47595252654344283,0.8028169014084507,0.7008086988697176,1,24,9
6,2016,5,6,37.17,728731,3,2,4,72,Slow,0.36857975675947335,0.7288820879674063,1.0,0.6389847378907518,23,26,29
8,2016,3,1,8.42,29671,1,1,2,61,Slow,0.07960599055181426,0.029270094104248256,0.8450704225352113,0.21256451836946727,9,5,17
9,2016,0,3,27.08,551900,3,0,4,17,Moderate,0.2671625288973766,0.5519114581404728,0.22535211267605634,0.3727000173503511,18,12,4
4,2016,2,4,13.21,549414,3,0,2,70,Slow,0.12775153281736862,0.5494234951376636,0.971830985915493,0.46523620836511154,20,16,12
2,2016,5,0,63.67,385872,1,3,3,50,Slow,0.6349381847421852,0.3857523586109441,0.6901408450704226,0.5463043863553363,11,3,28
1,2016,0,1,96.98,140812,2,1,4,71,Slow,0.9697457030857374,0.14049885359548686,0.9859154929577465,0.6412809212640391,12,5,4
1,2016,0,3,8.01,534847,2,3,3,3,Fast,0.0754849733641572,0.5348449926992397,0.02816901408450704,0.24976578924226017,12,15,3
2,2016,5,3,38.81,920768,0,1,0,27,Moderate,0.38506382551010154,0.9210707248018687,0.36619718309859156,0.5956932567445065,5,13,25
4,2016,4,6,93.93,198764,1,3,2,40,Slow,0.9390893557141423,0.19849661382831055,0.5492957746478874,0.5648935427465587,10,27,22
4,2016,5,4,76.36,807745,2,1,0,71,Slow,0.7624886923308876,0.8079584792401205,0.9859154929577465,0.8253619672199526,17,17,25
2,2016,4,2,72.25,860664,3,3,3,10,Fast,0.721178007839984,0.860919265300322,0.1267605633802817,0.6581910219321787,22,11,23
4,2016,0,6,33.26,431262,1,1,4,34,Moderate,0.3292793245552317,0.43117819959948406,0.46478873239436624,0.3971407561407595,6,25,4
9,2016,3,1,86.3,702702,0,3,2,14,Moderate,0.8623982309779878,0.7028325348700125,0.18309859154929578,0.6627120246490592,3,7,17
5,2016,1,4,34.78,294587,3,0,0,43,Slow,0.3445572419338627,0.29439527787424286,0.5915492957746479,0.3738908670781718,19,16,5
2,2016,0,0,76.9,605118,1,0,3,30,Moderate,0.767916373504875,0.6051714802979551,0.4084507042253521,0.6309252823662025,6,0,3
3,2016,4,3,34.29,157547,1,1,0,29,Moderate,0.33963212383154084,0.15724706793660198,0.3943661971830986,0.27762491614387685,10,13,20
4,2016,1,3,67.85,552427,0,3,2,58,Slow,0.6769524575334205,0.5524388742718005,0.8028169014084507,0.6523199130037786,1,15,7
0,2016,1,4,30.72,977343,0,2,4,47,Slow,0.3037491205146246,0.9776903977238042,0.647887323943662,0.642153272084104,1,18,9
0,2016,5,2,27.33,481293,0,1,1,65,Slow,0.2696753442557041,0.4812487052284253,0.9014084507042254,0.4806513099344969,5,9,26
5,2016,0,1,21.01,602692,0,1,4,29,Moderate,0.2061513719971857,0.6027435646725267,0.3943661971830986,0.40243121410450466,0,5,4
8,2016,4,5,32.16,329026,2,2,4,31,Moderate,0.3182229369785908,0.3288614717011723,0.4225352112676057,0.34334080572542636,16,22,24
9,2016,5,3,98.03,719415,2,1,3,56,Slow,0.9802995275907127,0.7195587318394213,0.7746478873239437,0.8348728812368424,17,13,28
8,2016,1,3,65.14,742857,2,2,1,49,Slow,0.6497135390491507,0.7430192421820817,0.676056338028169,0.6923043800981269,13,14,6
0,2016,2,2,35.59,729762,1,0,4,6,Fast,0.35269876369484376,0.7299139020687323,0.07042253521126761,0.44712957334768394,8,8,14
7,2016,0,0,87.62,922456,1,3,4,67,Slow,0.8756658960699569,0.922760057685514,0.9295774647887325,0.9052858744599348,6,3,4
3,2016,2,4,41.79,453408,2,0,4,8,Fast,0.415016584581365,0.45334168659072016,0.09859154929577466,0.367061618327989,14,16,14
6,2016,1,1,8.08,557108,2,3,3,17,Moderate,0.0761885616644889,0.5571235704971222,0.22535211267605634,0.2983952753998557,13,7,8
0,2016,5,0,1.73,91560,0,2,0,35,Moderate,0.012363051562971156,0.09120796308287239,0.47887323943661975,0.13720305374566139,5,2,25
5,2016,5,0,4.31,520308,1,3,4,39,Slow,0.038295306060910646,0.5202945123702601,0.5352112676056339,0.3304781808935951,11,3,29
3,2016,3,4,78.12,770227,3,3,1,20,Moderate,0.780178912453513,0.7704108541639354,0.26760563380281693,0.6737570334075428,21,19,16
8,2016,3,1,9.84,628589,3,1,2,8,Fast,0.09387878178711428,0.6286610135396828,0.09859154929577466,0.3087342279898738,21,5,17
6,2016,0,3,10.62,625954,1,2,0,71,Slow,0.10171876570509598,0.6260239328830448,0.9859154929577465,0.4882801780268056,6,14,0
5,2016,2,0,16.88,698249,3,0,4,47,Slow,0.16463966227761587,0.6983760186787376,0.647887323943662,0.47478373717127376,20,0,14
5,2016,0,4,36.45,261808,2,0,0,6,Fast,0.36134284852749027,0.26159039482151425,0.07042253521126761,0.2632578043818553,12,16,0
5,2016,3,0,43.81,250482,1,2,4,20,Moderate,0.435320132676651,0.250255451551274,0.26760563380281693,0.32775136045173336,9,2,19
2,2016,3,4,27.46,973388,2,3,0,63,Slow,0.2709820082420344,0.9737322747647895,0.8732394366197184,0.6725336005266733,15,19,15
0,2016,1,6,68.42,778844,3,3,2,65,Slow,0.6826816765504071,0.7790346583454346,0.9014084507042254,0.7649682240991817,19,27,7
4,2016,5,1,42.98,194633,2,0,1,37,Slow,0.4269775856870037,0.19436235189564569,0.5070422535211268,0.3499444257372851,17,4,26
1,2016,2,1,19.59,647998,1,2,0,38,Slow,0.19187858076188566,0.6480853393327336,0.5211267605633804,0.4402109201505238,8,6,10
3,2017,1,3,41.37,783899,0,0,0,29,Moderate,0.41079505477937484,0.784093649889763,0.3943661971830986,0.5568287213042749,1,12,5
3,2017,1,0,40.87,719537,2,3,0,23,Moderate,0.4057694240627199,0.7196808281734289,0.3098591549295775,0.512151931880375,13,3,5
6,2017,3,1,88.43,954423,3,1,3,6,Fast,0.883807417830938,0.9547522995643564,0.07042253521126761,0.7495083940003713,21,5,18
3,2017,4,1,19.84,832471,1,0,3,54,Slow,0.1943913961202131,0.832704003458729,0.7464788732394366,0.5601339344794642,10,4,23
3,2017,4,4,93.15,372975,0,2,3,64,Slow,0.9312493717961605,0.37284517484295115,0.8873239436619719,0.6991026073880391,4,18,23
7,2017,0,1,50.42,690010,2,2,3,18,Moderate,0.5017589707508293,0.6901305129747372,0.23943661971830985,0.5246431174338886,12,6,3
7,2017,3,0,94.15,963192,0,2,4,7,Fast,0.9413006332294704,0.9635282237685534,0.08450704225352114,0.7788329512499137,3,2,19
7,2017,3,0,3.2,982243,1,3,2,6,Fast,0.027138405869936683,0.9825942668765657,0.07042253521126761,0.4179775761408545,9,3,17
6,2017,5,3,21.66,277555,3,0,0,45,Slow,0.2126846919288371,0.277349829015093,0.619718309859155,0.31995747034940303,23,12,25
0,2017,5,4,99.99,672966,0,3,3,13,Moderate,1.0,0.6730730546401111,0.16901408450704225,0.7030320387574529,5,19,28
1,2017,4,1,80.5,279808,1,0,1,60,Slow,0.8041009146647905,0.2796046080357403,0.8309859154929577,0.599679392178804,10,4,21
7,2017,5,0,33.84,442940,2,1,0,7,Fast,0.33510905618655146,0.4428654208170247,0.08450704225352114,0.3280911992521347,17,1,25
0,2017,2,3,93.91,776634,3,2,2,33,Moderate,0.938888330485476,0.7768229132785769,0.4507042253521127,0.7764253425760438,20,14,12
5,2017,5,2,20.21,421023,1,1,2,72,Slow,0.1981103628505378,0.4209311146494585,1.0,0.4476165909999985,11,9,27
6,2017,0,4,27.76,824968,1,2,2,15,Moderate,0.2739973866720274,0.8251950789172657,0.19718309859154928,0.47911360595402713,6,18,2
5,2017,0,5,82.17,593329,0,1,0,62,Slow,0.820886521258418,0.5933731714322601,0.8591549295774649,0.7375348629917642,0,21,0
1,2017,1,6,6.09,436100,3,3,2,12,Fast,0.05618655141220224,0.43602001979561883,0.15492957746478872,0.2278685439760862,19,27,7
1,2017,0,6,34.79,724790,0,1,3,64,Slow,0.3446577545481958,0.7249379760631138,0.8873239436619719,0.6053030809769182,0,25,3
7,2017,2,3,13.04,850158,0,1,0,67,Slow,0.12604281837370593,0.8504049695209521,0.9295774647887325,0.5764946081156097,2,13,10
6,2017,4,0,50.75,53111,0,0,1,15,Moderate,0.5050758870238216,0.052728602867662594,0.19718309859154928,0.26255841567490357,4,0,21
6,2017,3,4,6.49,195044,3,1,0,20,Moderate,0.06020705598552619,0.19477367643070384,0.26760563380281693,0.1555134197270554,21,17,15
1,2017,0,2,58.67,12372,2,0,2,29,Moderate,0.5846818775756358,0.011957434415754031,0.3943661971830986,0.31752896423317567,12,8,2
0,2017,3,5,14.88,69641,0,1,3,54,Slow,0.1445371394109961,0.06927165533606015,0.7464788732394366,0.23481929254670983,3,21,18
4,2017,5,1,54.98,786577,1,1,3,70,Slow,0.5475927228867223,0.7867737645001907,0.971830985915493,0.7281127921378638,11,5,28
1,2017,4,3,32.9,433987,3,3,0,21,Moderate,0.32566087043924014,0.43390535132219327,0.28169014084507044,0.3601645168735875,22,15,20
0,2017,1,0,92.65,817255,0,2,1,62,Slow,0.9262237410795057,0.81747598855497,0.8591549295774649,0.8693108777692833,1,2,6
8,2017,2,1,13.06,799627,0,2,1,36,Moderate,0.12624384360237212,0.7998340690805046,0.49295774647887325,0.4690227143689254,2,6,11
2,2017,0,1,56.73,244753,1,3,4,45,Slow,0.5651824303950146,0.24452192780103504,0.619718309859155,0.4478254052502509,6,7,4
5,2017,2,2,69.69,713419,0,1,0,70,Slow,0.6954467785707107,0.713557997259838,0.971830985915493,0.7579681075153182,2,9,10
0,2017,3,1,82.47,317988,2,3,2,2,Fast,0.823901899688411,0.3178147558423597,0.014084507042253521,0.459503563620759,15,7,17
6,2017,1,0,9.76,122728,3,3,0,7,Fast,0.0930746808724495,0.12240057405292777,0.08450704225352114,0.10309151042085514,19,3,5
1,2017,5,4,32.97,734737,2,2,0,30,Moderate,0.3263644587395718,0.7348928304432197,0.4084507042253521,0.5061930565181871,17,18,25
3,2017,0,3,5.07,65117,3,0,3,3,Fast,0.04593426475022616,0.06474408308155134,0.02816901408450704,0.04990514194961241,18,12,3
5,2017,4,2,89.47,201732,3,3,1,39,Slow,0.8942607297215801,0.2014669574294118,0.5352112676056339,0.5453333283815236,22,11,21
4,2017,4,5,91.67,80135,0,0,0,35,Moderate,0.9163735048748619,0.07977394163995392,0.47887323943661975,0.4942336264932503,4,20,20
4,2017,1,3,1.68,859708,2,2,2,10,Fast,0.011860488491305662,0.859962510420722,0.1267605633802817,0.37408131224086744,13,14,7
5,2017,2,4,38.65,605895,0,2,4,20,Moderate,0.38345562368077196,0.6059490938350359,0.26760563380281693,0.4492830137668866,2,18,14
7,2017,3,1,66.25,702883,1,1,4,31,Moderate,0.6608704392401247,0.7030136777917777,0.4225352112676057,0.6300606890662821,9,5,19
9,2017,1,1,78.38,516103,0,1,3,62,Slow,0.7827922404261736,0.5160861920054923,0.8591549295774649,0.6913823588881594,1,5,8
1,2017,0,4,72.48,860625,3,3,3,4,Fast,0.7234897979696453,0.8608802345050245,0.04225352112676056,0.64219871721522,18,19,3
7,2017,4,1,95.08,679860,3,0,2,66,Slow,0.9506483063624486,0.6799724983011597,0.9154929577464789,0.8353469134147391,22,4,22
5,2017,3,5,97.87,113745,3,1,2,2,Fast,0.9786913257613832,0.11341048086940597,0.014084507042253521,0.4396576240607664,21,21,17
3,2017,0,5,67.36,856228,0,3,2,47,Slow,0.6720273394310987,0.8564797625326384,0.647887323943662,0.7409803055742272,0,23,2
9,2017,4,2,89.9,828963,3,3,3,2,Fast,0.8985827721379035,0.829193233461201,0.014084507042253521,0.6939273036480926,22,11,23
5,2017,3,4,53.95,920801,2,3,1,52,Slow,0.5372399236104132,0.9211037508594282,0.7183098591549296,0.7269994416189225,15,19,16
0,2017,2,6,79.72,799971,1,3,3,63,Slow,0.7962609307468088,0.8001783407108208,0.8732394366197184,0.8132235959069956,8,27,13
4,2017,4,1,76.96,950276,0,1,3,31,Moderate,0.7685194491908734,0.9506020249977233,0.4225352112676057,0.7721556319289599,4,5,23
8,2017,0,4,9.01,617543,3,3,1,43,Slow,0.08553623479746708,0.6176062913638861,0.5915492957746479,0.39956686961947085,18,19,1
9,2017,5,3,51.26,28682,0,3,4,44,Slow,0.5102020303548096,0.028280313167088837,0.6056338028169015,0.3365196979721397,5,15,29
8,2017,3,0,1.54,31262,3,0,3,56,Slow,0.010453311890642279,0.030862350394461235,0.7746478873239437,0.17145584237883016,21,0,18
9,2017,5,0,9.08,895507,3,0,0,52,Slow,0.08623982309779878,0.8957897781349485,0.7183098591549296,0.5364738123240849,23,0,25
3,2017,5,1,81.06,349070,3,3,4,41,Slow,0.8097296210674441,0.348921298904836,0.5633802816901409,0.5761364243269402,23,7,29
6,2017,0,4,86.89,703035,3,1,3,15,Moderate,0.8683284752236407,0.7031657978144756,0.19718309859154928,0.6680343289335564,18,17,3
1,2017,2,4,56.83,171305,3,1,3,54,Slow,0.5661875565383456,0.17101593157000874,0.7464788732394366,0.44417716989122913,20,17,13
8,2017,2,2,79.27,923309,0,1,3,29,Moderate,0.7917378631018193,0.9236137312339436,0.3943661971830986,0.765013877170925,2,9,13
7,2017,2,4,14.74,561615,0,2,1,29,Moderate,0.14312996281033272,0.5616341293280398,0.3943661971830986,0.36077887629196875,2,18,11
0,2017,1,3,77.32,563706,2,1,0,35,Moderate,0.772137903306865,0.5637267804297591,0.47887323943661975,0.6301205213819736,13,13,5
0,2017,2,5,47.97,36780,1,1,0,64,Slow,0.47713338023922003,0.036384707534244526,0.8873239436619719,0.3828720238417802,8,21,10
7,2017,3,4,53.07,388154,2,3,0,29,Moderate,0.5283948135491005,0.38803616053065876,0.3943661971830986,0.4454456290685234,15,19,15
0,2017,4,1,66.56,95750,2,3,1,44,Slow,0.6639863302844508,0.09540127160329501,0.6056338028169015,0.4248818013184786,16,7,21
9,2017,3,3,52.7,281182,2,3,2,27,Moderate,0.5246758468187759,0.2809796929777595,0.36619718309859156,0.39550165253833247,15,15,17
3,2017,2,1,49.94,640572,0,0,3,51,Slow,0.4969343652628405,0.6406534755922423,0.7042253521126761,0.5958802067645683,2,4,13
4,2017,2,5,98.24,285201,3,0,1,25,Moderate,0.9824102924917077,0.28500186647264697,0.33802816901408456,0.5745704973885588,20,20,11
7,2017,5,0,76.84,883919,0,0,4,8,Fast,0.7673132978188764,0.884192627983479,0.09859154929577466,0.6803206801800971,5,0,29
8,2017,4,3,55.45,490818,0,1,4,65,Slow,0.552316815760378,0.4907812263876199,0.9014084507042254,0.5975209070000442,4,13,24
9,2017,2,5,74.57,502149,0,2,0,29,Moderate,0.7444969343652629,0.5021211736059751,0.3943661971830986,0.5775204826251149,2,22,10
5,2017,0,2,76.71,246205,2,1,3,30,Moderate,0.766006633832546,0.24597507433364926,0.4084507042253521,0.4864828241115486,12,9,3
1,2017,5,2,40.66,651335,1,2,2,21,Moderate,0.4036586591617248,0.6514249743047265,0.28169014084507044,0.4783714815555946,11,10,27
0,2017,2,4,45.5,889521,2,2,2,51,Slow,0.45230676449894464,0.8897990514515953,0.7042253521126761,0.6776873968027513,14,18,12
7,2017,2,0,66.53,45277,1,0,3,43,Slow,0.6636847924414515,0.044888416960982225,0.5915492957746479,0.4017391429159031,8,0,13
3,2017,3,2,59.64,551515,3,3,0,37,Slow,0.5944316011659464,0.551526154135613,0.5070422535211268,0.5597915528248492,21,11,15
6,2017,3,6,75.84,383395,0,3,4,31,Moderate,0.7572620363855664,0.383273402714742,0.4225352112676057,0.5407212178936445,3,27,19
6,2017,0,1,7.84,165722,3,1,2,23,Moderate,0.07377625892049453,0.16542852310472964,0.3098591549295775,0.15765374379600516,18,5,2
0,2017,0,2,82.39,646824,0,3,0,2,Fast,0.8230977987737462,0.6469104123153169,0.014084507042253521,0.590820185844076,0,11,0
0,2017,5,3,68.91,634048,0,1,3,66,Slow,0.6876067946527289,0.6341243240917084,0.9154929577464789,0.7117910390470708,5,13,28
5,2017,3,4,93.62,899005,1,2,0,61,Slow,0.9359734646698162,0.8992905402362464,0.8450704225352113,0.9031196864694674,9,18,15
1,2017,4,3,54.78,469735,2,3,2,57,Slow,0.5455824706000604,0.46968157876564615,0.7887323943661972,0.5638520986195221,16,15,22
2,2017,1,4,86.98,510454,2,3,4,18,Moderate,0.8692330887526386,0.5104327314250944,0.23943661971830985,0.5997536520147553,13,19,9
2,2017,3,5,45.83,395251,3,1,2,33,Moderate,0.4556236807719369,0.3951387644851789,0.4507042253521127,0.43044582317326885,21,21,17
4,2017,3,3,53.57,287762,1,2,2,13,Moderate,0.5334204442657554,0.2875648886971821,0.16901408450704225,0.3621969500865835,9,14,17
3,2017,5,2,36.09,696801,1,3,4,32,Moderate,0.3577243944114987,0.6969268753046154,0.4366197183098592,0.5091844515484175,11,11,29
8,2017,1,1,29.47,85644,0,0,0,3,Fast,0.29118504372298726,0.08528729167313011,0.02816901408450704,0.15622273697534836,1,4,5
6,2017,4,5,59.13,747705,1,1,4,47,Slow,0.5893054578349584,0.7478710702744465,0.647887323943662,0.6644480760324945,10,21,24
7,2017,1,4,68.12,627616,1,3,3,29,Moderate,0.6796662981204142,0.6276872452364917,0.3943661971830986,0.6018146567793821,7,19,8
6,2017,3,4,49.12,845169,2,0,4,1,Fast,0.4886923308875264,0.8454120300917425,0.0,0.5336417443917076,15,16,19
8,2017,1,0,11.25,636273,1,3,1,30,Moderate,0.10805106040808123,0.6363510810029114,0.4084507042253521,0.3794509974094675,7,3,6
0,2017,3,0,90.5,42278,1,2,0,45,Slow,0.9046135289978893,0.041887048881567565,0.619718309859155,0.5025438931236138,9,2,15
2,2017,0,2,57.34,171772,2,0,3,8,Fast,0.5713136998693337,0.17148330032395562,0.09859154929577466,0.31683710993647063,12,8,3
8,2017,1,2,66.25,726887,0,0,3,13,Moderate,0.6608704392401247,0.7270366319025712,0.16901408450704225,0.5889656453584868,1,8,8
7,2017,2,1,83.43,313631,2,2,1,16,Moderate,0.8335511106643886,0.313454315454894,0.2112676056338028,0.5010556915744737,14,6,11
3,2017,3,5,90.69,275185,2,3,2,20,Moderate,0.9065232686702182,0.2749779576085532,0.26760563380281693,0.526121617272072,15,23,17
3,2017,3,5,43.2,377252,2,1,2,8,Fast,0.42918886320233196,0.37712555206057585,0.09859154929577466,0.34224407596431805,15,21,17
9,2017,1,1,13.14,681956,2,0,1,35,Moderate,0.1270479445170369,0.682070153350994,0.47887323943661975,0.4194218870345363,13,4,6
2,2017,2,0,47.52,83617,1,1,0,64,Slow,0.47261031259423064,0.08325869110728365,0.8873239436619719,0.3998123902130001,8,1,10
0,2017,5,4,5.05,823606,1,2,2,25,Moderate,0.045733239521559964,0.8238320034507227,0.33802816901408456,0.41543173099173003,11,18,27
4,2017,1,0,97.68,906914,0,3,0,15,Moderate,0.9767815860890543,0.9072057853646528,0.19718309859154928,0.7930315682997928,1,3,5
3,2017,3,0,17.88,16585,0,1,2,12,Fast,0.17469092371092573,0.016173761097505932,0.15492957746478872,0.10733178941633043,3,1,17
3,2017,0,2,86.82,99728,2,1,4,44,Slow,0.8676248869233089,0.09938241272363896,0.6056338028169015,0.5079296804221595,12,9,4
4,2017,1,3,49.09,397361,0,2,2,57,Slow,0.48839079304452715,0.39725043058973536,0.7887323943661972,0.5120029683269445,1,14,7
3,2017,2,3,34.43,927694,1,0,4,43,Slow,0.34103930043220426,0.9280021937308537,0.5915492957746479,0.6259264568201528,8,12,14
7,2017,3,6,2.22,620350,0,3,3,45,Slow,0.017288169665293,0.6204155078356823,0.619718309859155,0.3790251329722211,3,27,18
0,2017,3,3,39.3,290846,3,2,3,3,Fast,0.38998894361242337,0.29065132389455284,0.02816901408450704,0.2778899098196919,21,14,18
6,2017,2,6,21.8,610106,3,0,2,39,Slow,0.2140918685295005,0.6101634189375418,0.5352112676056339,0.43674436850794374,20,24,12
1,2017,3,4,26.62,955790,2,3,2,44,Slow,0.2625389486380541,0.9561203789790145,0.6056338028169015,0.6085904916102078,15,19,17
5,2017,1,2,61.02,650042,2,1,1,48,Slow,0.6083023419439141,0.6501309533221712,0.6619718309859155,0.6357676843036173,13,9,6
3,2017,0,3,39.49,195459,0,2,2,14,Moderate,0.3918986832847523,0.19518900412425405,0.18309859154929578,0.2714547932734617,0,14,2
7,2017,4,5,52.79,942824,2,0,1,68,Slow,0.5255804603477737,0.9431441407270337,0.943661971830986,0.7762222347961201,16,20,21
3,2017,5,3,42.8,683189,3,3,4,19,Moderate,0.4251683586290079,0.6833041269561685,0.25352112676056343,0.49409321958618324,23,15,29
9,2017,1,2,56.74,976007,1,0,2,59,Slow,0.5652829430093478,0.9763533427874593,0.8169014084507042,0.7800347960088637,7,8,7
1,2017,3,4,81.04,850794,3,0,1,69,Slow,0.8095285958387779,0.851041471721188,0.9577464788732395,0.8557773227986343,21,16,16
9,2017,2,3,54.54,892665,1,1,4,31,Moderate,0.543170167856066,0.8929455340263468,0.4225352112676057,0.6589533230064862,8,13,14
5,2017,0,1,83.49,79933,0,3,0,23,Moderate,0.834154186350387,0.0795717821361054,0.3098591549295775,0.4274622183805125,0,7,0
1,2017,2,3,96.36,596078,0,2,2,10,Fast,0.9635139209970852,0.5961243421059216,0.1267605633802817,0.6492074179172591,2,14,12
4,2017,2,0,88.03,587213,3,2,0,32,Moderate,0.8797869132576139,0.5872523420979153,0.4366197183098592,0.6741396458041836,20,2,10
6,2017,5,1,36.37,161579,2,3,3,15,Moderate,0.3605387476128254,0.1612822516965886,0.19718309859154928,0.24816501944207547,17,7,28
4,2017,5,4,33.79,772541,2,1,1,46,Slow,0.33460649311488594,0.7727266813515864,0.6338028169014085,0.5696938331668707,17,17,26
3,2017,2,1,14.99,942088,1,3,0,46,Slow,0.1456427781686602,0.9424075595644964,0.6338028169014085,0.5619806984735444,8,7,10
8,2017,5,4,53.39,576110,1,1,1,37,Slow,0.5316112172077596,0.5761405749136068,0.5070422535211268,0.5445091675527719,11,17,26
